Logistic Regression,Decision Tree,KNN,SVM,Random Forest,Gradient Boosting,MLP Neural Network
0.5928192763635801,0.8850502190765082,0.8316429394734914,0.7255850136918097,0.8735579934303196,0.8624144407276937,0.7178017357535608
0.6021566509371388,0.7771777371713474,0.778690289337559,0.6421652421652423,0.7942688579856721,0.7852067183462532,0.6147193720293136
0.6611525772033547,0.7620397174787739,0.7918229092123467,0.6697262550931851,0.8104939029883137,0.7980711232402163,0.6419753086419753
0.5983588314415381,0.823849783097432,0.8092757936507936,0.6748174697995486,0.8389733086680761,0.813412720314203,0.6475845900678524
0.6353245718837116,0.8229992199856063,0.8170419472502806,0.7351595264638743,0.8566371882306777,0.8447038162782844,0.6704474758786069
