Model,Accuracy,Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,F1 Weighted,ROC-AUC OvR Macro,ROC-AUC OvR Weighted,Average Precision Macro
Logistic Regression Baseline,0.6502463054187192,0.6576343869876208,0.6442232630757221,0.6576343869876208,0.649337513061651,0.643706039501521,0.817120289850859,0.8111490643038877,0.6718565851978479
